Lead_ID,Name,Lead_Date,Ad_Campaign_Name,Ad_Set_Name,Ad_Spend,Impressions,Clicks,CTR (%),CPC,Form_Submit_Time,Lead_Source,Age,Gender,Location,Treatment_Interest,Preferred_Slot,Response_Time (mins),No_of_Followups,Engagement_Score,Consent_Status,Appointment_Booked,Appointment_Date,Created_Week
LEAD_1118,Christopher Davis,2025-01-23,DentalCare_2025,GeneralAudience,763.82,3930,93,2.37,8.21,2025-01-23 05:23:00,Facebook,35,Other,Mumbai,Skin,Evening,226,1,42,True,1,2025-01-25 00:00:00,4
LEAD_1119,Michael Richard,2025-01-19,HairRevive_Offer,Target_Women_25_45,988.95,931,190,20.41,5.21,2025-01-19 01:00:00,Facebook,54,Female,Kolkata,Skin,Afternoon,77,1,96,True,1,2025-01-21 00:00:00,3
LEAD_1120,Catherine Davis,2025-01-20,HairRevive_Offer,GeneralAudience,895.78,1306,193,14.78,4.64,2025-01-20 09:23:00,Facebook,21,Other,Delhi,Wellness,Morning,92,3,52,False,0,0,4
LEAD_1121,John Howard,2025-01-22,DentalCare_2025,Youngsters_Fitness,307.6,1384,119,8.6,2.58,2025-01-22 00:53:00,Facebook,64,Other,Bangalore,Wellness,Afternoon,230,1,65,True,0,0,4
LEAD_1122,Emily Fuller,2025-01-21,Wellness_Boost,Retarget_OldLeads,934.98,3236,18,0.56,51.94,2025-01-21 01:01:00,Facebook,34,Female,Mumbai,Dental,Morning,126,1,98,True,0,0,4
LEAD_1123,Glenn Barron Jr.,2025-01-22,HairRevive_Offer,GeneralAudience,517.04,502,169,33.67,3.06,2025-01-22 23:00:00,Facebook,51,Male,Kolkata,Wellness,Afternoon,17,5,86,True,0,0,4
LEAD_1124,Karen Torres,2025-01-23,SkinGlow_AdSet,GeneralAudience,899.87,3182,38,1.19,23.68,2025-01-23 21:24:00,Facebook,28,Female,Delhi,Wellness,Morning,157,2,51,True,1,2025-01-24 00:00:00,4
LEAD_1125,Ryan Gray,2025-01-16,HairRevive_Offer,Youngsters_Fitness,435.42,1483,133,8.97,3.27,2025-01-16 00:36:00,Facebook,30,Female,Mumbai,Hair,Evening,76,3,44,True,0,0,3
LEAD_1126,Gregory Weaver,2025-01-19,SkinGlow_AdSet,Retarget_OldLeads,532.53,3611,54,1.5,9.86,2025-01-19 00:39:00,Facebook,44,Male,Ranchi,Dental,Evening,97,3,97,True,0,0,3
LEAD_1127,Kristin Bishop,2025-01-15,Wellness_Boost,GeneralAudience,881.34,1785,156,8.74,5.65,2025-01-15 06:02:00,Facebook,62,Other,Delhi,Wellness,Evening,96,1,98,True,0,0,3
LEAD_1128,Robin May,2025-01-23,Wellness_Boost,GeneralAudience,195.25,2216,179,8.08,1.09,2025-01-23 12:40:00,Facebook,48,Male,Ranchi,Hair,Morning,159,4,46,True,0,0,4
LEAD_1129,Christine Sharp,2025-01-21,Wellness_Boost,Men_30plus,305.76,3219,116,3.6,2.64,2025-01-21 04:54:00,Facebook,19,Female,Bangalore,Hair,Afternoon,43,2,75,True,0,0,4
LEAD_1130,Jordan Ford,2025-01-15,DentalCare_2025,Retarget_OldLeads,333.82,2564,113,4.41,2.95,2025-01-15 20:56:00,Facebook,49,Female,Kolkata,Hair,Afternoon,192,5,74,True,1,2025-01-17 00:00:00,3
LEAD_1131,Marcia Lynch,2025-01-16,Wellness_Boost,Youngsters_Fitness,669.36,4402,165,3.75,4.06,2025-01-16 21:05:00,Facebook,21,Female,Mumbai,Dental,Morning,226,5,68,True,1,2025-01-20 00:00:00,3
LEAD_1132,David Wright,2025-01-15,SmileCare_Promo,Youngsters_Fitness,623.95,1417,154,10.87,4.05,2025-01-15 11:43:00,Facebook,64,Male,Bangalore,Dental,Morning,197,2,95,True,0,0,3
LEAD_1133,Melissa Watson,2025-01-18,SmileCare_Promo,GeneralAudience,782.44,1262,189,14.98,4.14,2025-01-18 07:38:00,Facebook,40,Female,Bangalore,Hair,Morning,11,5,50,True,1,2025-01-21 00:00:00,3
LEAD_1134,Jessica Green,2025-01-16,SmileCare_Promo,Youngsters_Fitness,949.87,1953,38,1.95,25.0,2025-01-16 02:36:00,Facebook,28,Male,Mumbai,Dental,Afternoon,103,5,80,True,0,0,3
LEAD_1135,Mary Ferguson,2025-01-18,SkinGlow_AdSet,Retarget_OldLeads,795.54,2323,139,5.98,5.72,2025-01-18 16:28:00,Facebook,38,Male,Mumbai,Skin,Morning,88,3,66,True,0,0,3
LEAD_1136,William Rojas,2025-01-19,DentalCare_2025,Youngsters_Fitness,457.83,4526,93,2.05,4.92,2025-01-19 19:45:00,Facebook,52,Other,Delhi,Wellness,Morning,189,5,42,True,1,2025-01-25 00:00:00,3
LEAD_1137,Sarah Harris,2025-01-15,SkinGlow_AdSet,Retarget_OldLeads,431.67,1292,33,2.55,13.08,2025-01-15 22:12:00,Facebook,25,Female,Kolkata,Wellness,Afternoon,19,4,55,True,1,2025-01-16 00:00:00,3
LEAD_1138,Karen Vasquez,2025-01-16,HairRevive_Offer,Men_30plus,129.27,4944,181,3.66,0.71,2025-01-16 12:13:00,Facebook,31,Male,Mumbai,Wellness,Morning,64,2,42,True,0,0,3
LEAD_1139,Kevin Martin,2025-01-21,SkinGlow_AdSet,GeneralAudience,717.01,3844,135,3.51,5.31,2025-01-21 16:53:00,Facebook,19,Female,Ranchi,Skin,Morning,232,1,77,True,1,2025-01-27 00:00:00,4
LEAD_1140,James Reynolds,2025-01-22,SmileCare_Promo,Retarget_OldLeads,985.92,1083,148,13.67,6.66,2025-01-22 10:06:00,Facebook,55,Female,Ranchi,Dental,Morning,213,5,57,True,0,0,4
LEAD_1141,Richard Hall,2025-01-23,DentalCare_2025,GeneralAudience,917.04,2543,111,4.36,8.26,2025-01-23 09:51:00,Facebook,39,Other,Bangalore,Dental,Evening,15,3,63,True,1,2025-01-29 00:00:00,4
LEAD_1142,Claire Nguyen DVM,2025-01-18,Wellness_Boost,GeneralAudience,108.79,3220,177,5.5,0.61,2025-01-18 09:48:00,Facebook,43,Female,Mumbai,Wellness,Afternoon,101,2,72,True,1,2025-01-19 00:00:00,3
LEAD_1143,Steven Brown,2025-01-20,DentalCare_2025,Retarget_OldLeads,610.79,3674,175,4.76,3.49,2025-01-20 22:08:00,Facebook,57,Male,Bangalore,Skin,Morning,178,2,89,True,1,2025-01-24 00:00:00,4
LEAD_1144,Susan Elliott,2025-01-17,SmileCare_Promo,Youngsters_Fitness,635.3,1134,143,12.61,4.44,2025-01-17 22:21:00,Facebook,37,Other,Ranchi,Dental,Morning,77,1,89,True,0,0,3
LEAD_1145,Adam Wyatt,2025-01-21,SmileCare_Promo,Retarget_OldLeads,597.7,958,93,9.71,6.43,2025-01-21 13:28:00,Facebook,59,Male,Delhi,Skin,Afternoon,138,2,61,True,0,0,4
LEAD_1146,Kelly Guerrero,2025-01-16,Wellness_Boost,Retarget_OldLeads,243.59,2634,21,0.8,11.6,2025-01-16 11:24:00,Facebook,25,Female,Mumbai,Skin,Morning,49,3,97,True,0,0,3
LEAD_1147,Elizabeth Rose,2025-01-21,HairRevive_Offer,Youngsters_Fitness,139.3,2856,192,6.72,0.73,2025-01-21 18:02:00,Facebook,20,Other,Kolkata,Skin,Evening,48,2,45,True,1,2025-01-22 00:00:00,4
LEAD_1148,Kevin Spencer,2025-01-17,SmileCare_Promo,Youngsters_Fitness,164.98,4630,198,4.28,0.83,2025-01-17 02:38:00,Facebook,41,Other,Bangalore,Dental,Afternoon,195,1,46,True,0,0,3
LEAD_1149,Justin Young,2025-01-18,SkinGlow_AdSet,Retarget_OldLeads,790.95,3279,117,3.57,6.76,2025-01-18 21:13:00,Facebook,51,Male,Delhi,Hair,Morning,192,2,88,True,0,0,3
LEAD_1150,Richard Adams,2025-01-18,SkinGlow_AdSet,Target_Women_25_45,910.63,3125,88,2.82,10.35,2025-01-18 21:31:00,Facebook,20,Male,Mumbai,Hair,Afternoon,10,2,90,True,0,0,3
LEAD_1151,Jacqueline Ford,2025-01-16,SkinGlow_AdSet,GeneralAudience,759.8,4123,30,0.73,25.33,2025-01-16 22:01:00,Facebook,61,Other,Mumbai,Wellness,Afternoon,103,2,47,True,0,0,3
LEAD_1152,Patricia Howard,2025-01-16,DentalCare_2025,Retarget_OldLeads,868.95,874,46,5.26,18.89,2025-01-16 18:27:00,Facebook,19,Female,Kolkata,Skin,Evening,45,4,86,True,0,0,3
LEAD_1153,Ryan Cortez,2025-01-21,SkinGlow_AdSet,GeneralAudience,380.93,3716,132,3.55,2.89,2025-01-21 05:00:00,Facebook,40,Other,Mumbai,Hair,Morning,32,2,74,True,1,2025-01-25 00:00:00,4
LEAD_1154,Erin Mendez,2025-01-17,SkinGlow_AdSet,Men_30plus,397.8,1129,23,2.04,17.3,2025-01-17 21:39:00,Facebook,25,Other,Bangalore,Skin,Evening,97,2,51,True,0,0,3
LEAD_1155,John Golden,2025-01-15,HairRevive_Offer,Retarget_OldLeads,423.33,2860,73,2.55,5.8,2025-01-15 02:44:00,Facebook,61,Male,Delhi,Wellness,Evening,32,1,82,True,0,0,3
LEAD_1156,Sarah Pena,2025-01-22,Wellness_Boost,Youngsters_Fitness,881.44,2703,120,4.44,7.35,2025-01-22 17:23:00,Facebook,43,Male,Bangalore,Wellness,Evening,112,3,59,True,1,2025-01-27 00:00:00,4
LEAD_1157,Courtney Waters,2025-01-15,Wellness_Boost,Target_Women_25_45,384.54,1558,68,4.36,5.66,2025-01-15 21:14:00,Facebook,60,Female,Mumbai,Wellness,Afternoon,183,4,81,True,0,0,3
LEAD_1158,Cassandra Wu,2025-01-16,HairRevive_Offer,Target_Women_25_45,975.79,4812,59,1.23,16.54,2025-01-16 02:30:00,Facebook,62,Male,Mumbai,Wellness,Evening,43,3,89,True,0,0,3
LEAD_1159,Carla Gray,2025-01-18,Wellness_Boost,Youngsters_Fitness,706.09,2469,133,5.39,5.31,2025-01-18 08:36:00,Facebook,64,Other,Kolkata,Skin,Afternoon,89,1,94,True,0,0,3
LEAD_1160,Andrew Miller,2025-01-20,SkinGlow_AdSet,Youngsters_Fitness,695.47,1698,43,2.53,16.17,2025-01-20 19:28:00,Facebook,43,Female,Mumbai,Skin,Afternoon,123,2,82,True,0,0,4
LEAD_1161,Natalie Phillips,2025-01-22,DentalCare_2025,Target_Women_25_45,127.35,802,122,15.21,1.04,2025-01-22 21:50:00,Facebook,33,Other,Bangalore,Wellness,Afternoon,76,1,85,True,0,0,4
LEAD_1162,Lori Klein,2025-01-19,SkinGlow_AdSet,Men_30plus,619.47,1827,78,4.27,7.94,2025-01-19 09:34:00,Facebook,26,Other,Mumbai,Wellness,Evening,194,4,41,False,0,0,3
LEAD_1163,Morgan Brown,2025-01-15,Wellness_Boost,Target_Women_25_45,359.82,3132,86,2.75,4.18,2025-01-15 00:18:00,Facebook,23,Male,Mumbai,Dental,Afternoon,207,4,73,True,1,2025-01-21 00:00:00,3
LEAD_1164,Edward Romero,2025-01-16,Wellness_Boost,GeneralAudience,492.02,1500,32,2.13,15.38,2025-01-16 12:04:00,Facebook,32,Male,Ranchi,Dental,Evening,79,1,63,True,0,0,3
LEAD_1165,Leslie Burns,2025-01-15,SmileCare_Promo,Youngsters_Fitness,725.92,3647,152,4.17,4.78,2025-01-15 04:50:00,Facebook,61,Other,Ranchi,Wellness,Morning,64,5,64,True,0,0,3
LEAD_1166,Tina Adams,2025-01-20,SmileCare_Promo,Target_Women_25_45,251.6,3838,108,2.81,2.33,2025-01-20 05:27:00,Facebook,19,Female,Ranchi,Dental,Afternoon,210,2,41,True,1,2025-01-22 00:00:00,4
LEAD_1167,Danielle Morton,2025-01-20,HairRevive_Offer,Retarget_OldLeads,832.39,2447,126,5.15,6.61,2025-01-20 22:03:00,Facebook,53,Other,Mumbai,Wellness,Afternoon,157,4,44,True,0,0,4
LEAD_1168,Jennifer Camacho,2025-01-21,Wellness_Boost,Men_30plus,959.97,3045,117,3.84,8.2,2025-01-21 11:54:00,Facebook,32,Female,Bangalore,Dental,Afternoon,25,3,94,True,1,2025-01-22 00:00:00,4
LEAD_1169,Victor Brown,2025-01-18,SmileCare_Promo,Retarget_OldLeads,191.28,640,28,4.38,6.83,2025-01-18 12:30:00,Facebook,45,Other,Delhi,Skin,Afternoon,129,4,87,True,0,0,3
LEAD_1170,Scott Peters,2025-01-17,Wellness_Boost,Youngsters_Fitness,745.87,605,173,28.6,4.31,2025-01-17 21:26:00,Facebook,48,Other,Mumbai,Skin,Afternoon,6,1,52,True,1,2025-01-20 00:00:00,3
LEAD_1171,Kaylee Johnson,2025-01-21,HairRevive_Offer,Retarget_OldLeads,814.07,4154,65,1.56,12.52,2025-01-21 23:28:00,Facebook,61,Other,Kolkata,Dental,Afternoon,193,2,95,False,0,0,4
LEAD_1172,Alexis Flores,2025-01-22,DentalCare_2025,GeneralAudience,201.07,2208,115,5.21,1.75,2025-01-22 00:09:00,Facebook,41,Female,Mumbai,Wellness,Afternoon,145,5,61,True,0,0,4
LEAD_1173,Marissa Collins,2025-01-23,HairRevive_Offer,Men_30plus,910.02,2160,179,8.29,5.08,2025-01-23 18:03:00,Facebook,56,Other,Delhi,Wellness,Morning,212,1,65,True,1,2025-01-26 00:00:00,4
LEAD_1174,Christine Nelson,2025-01-23,Wellness_Boost,Target_Women_25_45,661.47,645,156,24.19,4.24,2025-01-23 20:49:00,Facebook,50,Female,Kolkata,Wellness,Afternoon,229,2,44,True,0,0,4
LEAD_1175,Michael Lloyd,2025-01-21,SmileCare_Promo,GeneralAudience,381.04,1161,185,15.93,2.06,2025-01-21 18:20:00,Facebook,42,Male,Delhi,Hair,Morning,167,4,46,True,1,2025-01-27 00:00:00,4
LEAD_1176,Ashley Moreno,2025-01-16,Wellness_Boost,Target_Women_25_45,637.34,1843,44,2.39,14.49,2025-01-16 07:38:00,Facebook,56,Other,Kolkata,Skin,Evening,150,3,81,True,0,0,3
LEAD_1177,Courtney Watts,2025-01-22,SmileCare_Promo,GeneralAudience,642.9,2849,28,0.98,22.96,2025-01-22 05:52:00,Facebook,53,Other,Delhi,Skin,Afternoon,106,2,71,True,1,2025-01-27 00:00:00,4
LEAD_1178,Beth Martin,2025-01-17,HairRevive_Offer,Youngsters_Fitness,430.26,572,145,25.35,2.97,2025-01-17 15:55:00,Facebook,22,Other,Kolkata,Skin,Afternoon,74,1,78,True,0,0,3
LEAD_1179,Amy Anderson,2025-01-19,DentalCare_2025,GeneralAudience,712.12,3323,59,1.78,12.07,2025-01-19 12:06:00,Facebook,61,Female,Kolkata,Skin,Evening,48,5,97,True,0,0,3
LEAD_1180,Denise Hall,2025-01-16,SkinGlow_AdSet,Men_30plus,757.59,3161,44,1.39,17.22,2025-01-16 04:46:00,Facebook,64,Other,Mumbai,Dental,Evening,34,4,47,True,1,2025-01-21 00:00:00,3
LEAD_1181,Timothy Ellis,2025-01-23,SkinGlow_AdSet,GeneralAudience,187.01,4906,115,2.34,1.63,2025-01-23 08:34:00,Facebook,33,Male,Ranchi,Wellness,Morning,125,4,56,True,0,0,4
LEAD_1182,Amy Conway,2025-01-21,HairRevive_Offer,Target_Women_25_45,237.17,4943,124,2.51,1.91,2025-01-21 02:28:00,Facebook,37,Male,Mumbai,Skin,Afternoon,9,4,79,True,1,2025-01-27 00:00:00,4
LEAD_1183,Rebecca Perez,2025-01-20,HairRevive_Offer,Youngsters_Fitness,214.94,2266,41,1.81,5.24,2025-01-20 08:00:00,Facebook,40,Female,Delhi,Dental,Evening,20,4,77,True,1,2025-01-24 00:00:00,4
LEAD_1184,Keith Moreno,2025-01-16,Wellness_Boost,Retarget_OldLeads,178.88,2101,114,5.43,1.57,2025-01-16 23:50:00,Facebook,43,Other,Delhi,Dental,Morning,223,1,48,True,0,0,3
LEAD_1185,Amy Harris DDS,2025-01-18,SkinGlow_AdSet,Retarget_OldLeads,927.45,4906,15,0.31,61.83,2025-01-18 09:20:00,Facebook,59,Female,Bangalore,Dental,Afternoon,175,4,76,True,0,0,3
LEAD_1186,Karen Frederick,2025-01-20,DentalCare_2025,Men_30plus,442.56,1093,182,16.65,2.43,2025-01-20 01:12:00,Facebook,32,Male,Kolkata,Hair,Afternoon,220,2,69,True,1,2025-01-24 00:00:00,4
LEAD_1187,Bradley Rodriguez,2025-01-19,HairRevive_Offer,Target_Women_25_45,411.49,4725,172,3.64,2.39,2025-01-19 21:52:00,Facebook,53,Female,Mumbai,Dental,Morning,24,2,49,True,1,2025-01-25 00:00:00,3
LEAD_1188,Richard Boyd,2025-01-15,Wellness_Boost,Youngsters_Fitness,788.33,1633,89,5.45,8.86,2025-01-15 15:01:00,Facebook,42,Other,Mumbai,Wellness,Evening,129,4,42,False,0,0,3
LEAD_1189,Christopher Perry,2025-01-19,HairRevive_Offer,GeneralAudience,530.41,3029,145,4.79,3.66,2025-01-19 17:15:00,Facebook,49,Female,Delhi,Wellness,Afternoon,200,1,54,False,0,0,3
LEAD_1190,Megan King,2025-01-18,SkinGlow_AdSet,Men_30plus,866.3,3536,69,1.95,12.56,2025-01-18 07:46:00,Facebook,48,Female,Bangalore,Hair,Evening,164,5,82,True,0,0,3
LEAD_1191,Bruce Perez,2025-01-17,HairRevive_Offer,Youngsters_Fitness,290.58,2453,19,0.77,15.29,2025-01-17 07:36:00,Facebook,40,Male,Kolkata,Hair,Morning,130,3,89,True,0,0,3
LEAD_1192,Miguel Williams,2025-01-17,DentalCare_2025,Target_Women_25_45,167.17,4476,108,2.41,1.55,2025-01-17 13:04:00,Facebook,54,Other,Kolkata,Hair,Morning,160,3,46,True,1,2025-01-21 00:00:00,3
LEAD_1193,Jamie Bryant,2025-01-21,DentalCare_2025,Youngsters_Fitness,256.38,1903,61,3.21,4.2,2025-01-21 12:47:00,Facebook,52,Male,Delhi,Hair,Evening,168,4,77,True,1,2025-01-25 00:00:00,4
LEAD_1194,Erica Lee,2025-01-21,SmileCare_Promo,Target_Women_25_45,259.2,2639,23,0.87,11.27,2025-01-21 04:05:00,Facebook,55,Other,Ranchi,Hair,Afternoon,90,5,94,True,0,0,4
LEAD_1195,Victoria Hoffman,2025-01-19,SkinGlow_AdSet,Retarget_OldLeads,391.15,1400,74,5.29,5.29,2025-01-19 05:37:00,Facebook,54,Female,Delhi,Skin,Afternoon,222,2,84,False,0,0,3
LEAD_1196,Robin West,2025-01-18,HairRevive_Offer,GeneralAudience,681.48,964,197,20.44,3.46,2025-01-18 10:23:00,Facebook,35,Male,Delhi,Dental,Evening,153,4,94,True,1,2025-01-20 00:00:00,3
LEAD_1197,Stephanie Cunningham,2025-01-22,HairRevive_Offer,Retarget_OldLeads,873.61,4304,189,4.39,4.62,2025-01-22 00:16:00,Facebook,26,Other,Mumbai,Dental,Afternoon,46,5,81,True,0,0,4
LEAD_1198,Sherri Harris,2025-01-23,Wellness_Boost,Youngsters_Fitness,329.2,1071,57,5.32,5.78,2025-01-23 21:47:00,Facebook,28,Other,Mumbai,Skin,Afternoon,14,2,97,True,0,0,4
LEAD_1199,Aaron Smith,2025-01-21,SkinGlow_AdSet,Men_30plus,905.61,3349,17,0.51,53.27,2025-01-21 19:56:00,Facebook,36,Male,Kolkata,Hair,Morning,204,1,54,True,0,0,4
